query_type,n,invalid,invalid_rate,acc_all,acc_valid_only
backadj,20,0,0.0,0.5,0.5
ate,19,0,0.0,0.8421052631578947,0.8421052631578947
ett,18,0,0.0,0.5555555555555556,0.5555555555555556
marginal,16,0,0.0,0.625,0.625
correlation,15,0,0.0,0.6,0.6
nie,7,0,0.0,0.7142857142857143,0.7142857142857143
nde,5,0,0.0,0.4,0.4
